Day	Month	Year	Tmin(C)	Tmax(C)	Prcp(mm)	Et0(mm)
15	12	1997	22.95	26.55	11.21	4.51
16	12	1997	22.53	25.25	30.09	4.35
17	12	1997	21.98	25.40	7.52	4.32
18	12	1997	22.13	25.70	4.62	4.36
19	12	1997	21.05	22.40	2.55	3.96
20	12	1997	20.70	24.75	2.01	4.14
21	12	1997	21.75	25.70	2.96	4.32
22	12	1997	22.15	26.40	10.97	4.42
23	12	1997	21.97	25.62	6.78	4.34
24	12	1997	23.45	27.92	0.48	4.68
25	12	1997	23.07	29.63	4.36	4.80
26	12	1997	23.93	28.50	4.45	4.78
27	12	1997	23.88	28.85	3.37	4.81
28	12	1997	22.55	26.13	7.00	4.44
29	12	1997	22.20	24.70	18.25	4.28
30	12	1997	22.05	25.25	8.58	4.31
31	12	1997	21.75	26.48	2.14	4.40
1	1	1998	21.85	27.28	3.35	4.48
2	1	1998	23.20	28.05	5.23	4.67
3	1	1998	23.13	27.80	5.62	4.64
4	1	1998	22.65	28.48	6.11	4.66
5	1	1998	23.55	27.45	10.50	4.65
6	1	1998	23.32	26.70	3.80	4.56
7	1	1998	22.13	23.15	3.84	4.13
8	1	1998	21.30	25.60	3.13	4.28
9	1	1998	23.03	27.78	1.90	4.63
10	1	1998	22.93	27.10	4.90	4.56
11	1	1998	22.77	27.10	8.51	4.54
12	1	1998	22.07	25.52	9.46	4.34
13	1	1998	22.25	26.92	5.79	4.48
14	1	1998	21.90	25.85	16.44	4.35
15	1	1998	22.42	24.87	21.28	4.31
16	1	1998	22.45	27.90	3.54	4.58
17	1	1998	22.62	26.40	3.78	4.46
18	1	1998	22.60	28.65	3.84	4.66
19	1	1998	22.98	26.45	13.18	4.50
20	1	1998	22.75	26.17	8.94	4.45
21	1	1998	21.15	22.35	4.77	3.95
22	1	1998	21.35	23.55	12.20	4.08
23	1	1998	22.05	24.70	11.04	4.25
24	1	1998	21.82	25.75	1.66	4.32
25	1	1998	22.05	25.77	8.53	4.34
26	1	1998	22.63	25.05	19.50	4.32
27	1	1998	21.57	23.08	4.90	4.05
28	1	1998	20.55	22.85	3.80	3.93
29	1	1998	21.38	28.10	7.67	4.48
30	1	1998	22.50	25.17	2.70	4.32
31	1	1998	22.70	25.65	2.44	4.37
1	2	1998	22.47	26.20	12.72	4.40
2	2	1998	22.78	25.00	10.17	4.32
3	2	1998	22.78	26.40	11.73	4.44
4	2	1998	23.13	27.32	6.83	4.55
5	2	1998	23.72	27.50	9.53	4.62
6	2	1998	23.42	25.90	20.61	4.44
7	2	1998	23.42	27.60	7.58	4.59
8	2	1998	23.32	27.53	3.84	4.57
9	2	1998	23.35	25.50	16.91	4.39
10	2	1998	23.60	27.05	13.11	4.54
11	2	1998	22.43	23.83	10.39	4.14
12	2	1998	19.65	21.75	24.41	3.70
13	2	1998	19.60	23.18	0.48	3.82
14	2	1998	21.80	23.85	22.59	4.07
15	2	1998	21.70	23.92	25.36	4.07
16	2	1998	21.87	24.48	14.26	4.13
17	2	1998	22.13	25.00	10.37	4.19
18	2	1998	21.85	24.77	0.30	4.14
19	2	1998	22.25	26.22	5.81	4.30
20	2	1998	22.57	26.00	23.46	4.30
21	2	1998	22.93	24.90	23.24	4.23
22	2	1998	21.85	24.00	1.21	4.04
23	2	1998	21.43	25.20	1.53	4.11
24	2	1998	21.85	23.88	1.38	4.02
25	2	1998	22.33	24.98	10.71	4.15
26	2	1998	22.10	23.40	39.74	3.98
27	2	1998	22.45	24.65	16.57	4.12
28	2	1998	22.63	26.03	11.71	4.24
1	3	1998	22.60	26.60	10.80	4.28
2	3	1998	22.73	24.48	22.96	4.10
3	3	1998	22.32	24.05	19.22	4.02
4	3	1998	21.35	23.63	17.02	3.89
5	3	1998	21.35	24.60	10.89	3.96
6	3	1998	21.82	24.90	15.38	4.02
7	3	1998	21.80	25.50	4.41	4.06
8	3	1998	22.32	24.90	9.55	4.04
9	3	1998	22.52	24.82	17.65	4.04
10	3	1998	22.35	22.95	6.65	3.86
11	3	1998	21.38	22.98	51.02	3.77
12	3	1998	21.70	24.10	5.83	3.88
13	3	1998	20.95	24.83	9.40	3.87
14	3	1998	22.25	24.55	15.57	3.94
15	3	1998	22.60	25.27	11.10	4.02
16	3	1998	22.88	24.80	56.12	3.99
17	3	1998	23.22	25.15	20.97	4.04
18	3	1998	22.70	25.25	2.85	3.99
19	3	1998	22.57	24.88	14.13	3.94
20	3	1998	22.48	24.75	18.64	3.91
21	3	1998	22.35	23.63	27.82	3.79
22	3	1998	21.55	24.50	0.28	3.79
23	3	1998	22.18	25.75	12.12	3.93
24	3	1998	21.67	25.10	14.86	3.82
25	3	1998	22.85	25.75	20.35	3.95
26	3	1998	22.80	24.37	17.09	3.82
27	3	1998	22.90	26.03	12.55	3.95
28	3	1998	21.90	25.67	8.12	3.83
29	3	1998	22.97	26.95	5.70	4.00
30	3	1998	23.30	27.43	2.55	4.05
31	3	1998	23.45	28.22	0.24	4.11
1	4	1998	22.92	28.23	0.00	4.06
2	4	1998	22.53	24.70	2.22	3.73
3	4	1998	21.32	24.78	0.58	3.63
4	4	1998	21.95	25.82	4.71	3.74
5	4	1998	23.15	25.33	14.10	3.78
6	4	1998	22.87	26.43	0.95	3.83
7	4	1998	22.35	27.30	5.90	3.84
8	4	1998	22.73	27.50	4.19	3.87
9	4	1998	22.57	28.15	1.90	3.89
10	4	1998	22.70	27.63	5.88	3.85
11	4	1998	23.52	26.97	8.38	3.84
12	4	1998	22.68	27.05	7.52	3.77
13	4	1998	22.42	27.00	9.16	3.73
14	4	1998	22.73	27.98	1.51	3.81
15	4	1998	23.03	27.93	0.17	3.81
16	4	1998	22.93	27.50	4.90	3.76
17	4	1998	22.05	26.25	13.93	3.58
18	4	1998	18.05	18.83	39.96	2.72
19	4	1998	18.88	22.42	0.17	3.04
20	4	1998	20.80	25.75	0.04	3.41
21	4	1998	22.27	27.50	4.08	3.63
22	4	1998	22.42	27.07	1.38	3.59
23	4	1998	21.98	27.08	0.00	3.54
24	4	1998	21.57	27.55	0.00	3.53
25	4	1998	20.88	27.45	0.00	3.46
26	4	1998	21.20	27.30	0.00	3.46
27	4	1998	21.53	27.23	0.00	3.46
28	4	1998	22.87	27.82	0.00	3.58
29	4	1998	20.63	22.80	1.23	3.06
30	4	1998	17.03	20.30	0.93	2.62
1	5	1998	17.95	22.73	0.00	2.84
2	5	1998	19.20	23.27	0.00	2.95
3	5	1998	19.28	20.80	1.06	2.77
4	5	1998	18.80	21.80	0.32	2.80
5	5	1998	17.17	20.20	1.02	2.56
6	5	1998	18.10	20.35	0.22	2.63
7	5	1998	18.65	22.25	0.13	2.78
8	5	1998	18.68	23.93	0.00	2.88
9	5	1998	20.00	25.42	0.00	3.06
10	5	1998	21.03	26.40	0.00	3.19
11	5	1998	20.98	26.22	0.00	3.16
12	5	1998	20.40	25.88	0.00	3.08
13	5	1998	20.73	26.35	0.54	3.12
14	5	1998	21.67	26.60	0.00	3.19
15	5	1998	19.42	21.28	5.31	2.68
16	5	1998	14.15	15.27	2.87	1.93
17	5	1998	11.90	14.95	0.48	1.76
18	5	1998	11.98	15.65	0.00	1.80
19	5	1998	15.20	20.48	0.00	2.32
20	5	1998	17.97	23.53	0.00	2.68
21	5	1998	19.93	25.00	0.00	2.90
22	5	1998	19.17	25.65	0.00	2.88
23	5	1998	18.23	25.70	0.00	2.81
24	5	1998	19.40	21.87	0.24	2.63
25	5	1998	20.05	25.90	0.24	2.92
26	5	1998	22.73	27.73	6.67	3.20
27	5	1998	21.73	24.38	6.20	2.92
28	5	1998	20.80	24.53	4.75	2.86
29	5	1998	20.35	23.07	1.32	2.73
30	5	1998	16.38	17.70	1.51	2.14
31	5	1998	14.92	18.50	0.32	2.09
1	6	1998	15.12	20.32	0.06	2.21
2	6	1998	16.60	19.33	0.45	2.24
3	6	1998	16.82	20.80	0.15	2.34
4	6	1998	17.82	22.37	0.30	2.49
5	6	1998	19.12	24.95	0.00	2.73
6	6	1998	19.63	26.13	0.00	2.83
7	6	1998	20.35	25.85	0.00	2.85
8	6	1998	17.70	24.82	0.00	2.62
9	6	1998	16.78	24.05	0.00	2.51
10	6	1998	18.42	24.35	0.00	2.63
11	6	1998	20.33	27.37	0.00	2.92
12	6	1998	17.38	20.73	0.43	2.33
13	6	1998	16.48	21.13	0.06	2.30
14	6	1998	17.50	22.67	0.00	2.46
15	6	1998	18.80	25.13	0.00	2.68
16	6	1998	17.88	24.85	0.00	2.61
17	6	1998	19.85	26.08	0.00	2.80
18	6	1998	21.28	26.80	0.00	2.93
19	6	1998	20.45	26.60	0.00	2.87
20	6	1998	18.87	25.85	0.00	2.72
21	6	1998	21.32	26.17	0.00	2.89
22	6	1998	20.33	27.40	0.00	2.91
23	6	1998	19.45	26.48	0.00	2.80
24	6	1998	18.68	23.02	0.02	2.54
25	6	1998	14.77	17.95	0.71	2.00
26	6	1998	14.67	20.80	0.00	2.16
27	6	1998	17.65	24.65	0.00	2.58
28	6	1998	19.63	26.67	0.00	2.83
29	6	1998	19.55	26.65	0.00	2.83
30	6	1998	18.70	26.28	0.00	2.75
1	7	1998	18.70	26.23	0.00	2.75
2	7	1998	18.80	25.57	0.00	2.72
3	7	1998	17.38	25.38	0.00	2.63
4	7	1998	17.13	25.10	0.00	2.60
5	7	1998	16.30	24.40	0.00	2.51
6	7	1998	18.40	25.20	0.00	2.69
7	7	1998	19.37	26.07	0.00	2.81
8	7	1998	20.45	27.20	0.00	2.95
9	7	1998	22.05	26.43	0.76	3.01
10	7	1998	17.05	22.17	0.00	2.44
11	7	1998	16.60	22.40	0.00	2.43
12	7	1998	17.38	23.73	0.00	2.57
13	7	1998	18.60	24.98	0.00	2.73
14	7	1998	18.65	26.43	0.00	2.83
15	7	1998	21.30	27.65	0.00	3.08
16	7	1998	23.18	28.35	0.00	3.26
17	7	1998	22.95	28.27	0.00	3.25
18	7	1998	19.60	27.23	0.00	2.98
19	7	1998	18.95	24.53	0.00	2.77
20	7	1998	17.23	26.23	0.00	2.78
21	7	1998	18.75	24.75	0.00	2.79
22	7	1998	18.90	26.85	0.00	2.94
23	7	1998	18.43	27.48	0.00	2.96
24	7	1998	17.40	26.50	0.00	2.84
25	7	1998	17.75	26.20	0.00	2.86
26	7	1998	18.40	26.23	0.00	2.91
27	7	1998	17.65	26.35	0.00	2.88
28	7	1998	17.32	26.70	0.00	2.89
29	7	1998	18.05	26.95	0.00	2.97
30	7	1998	19.63	27.17	0.00	3.10
31	7	1998	19.10	28.30	0.00	3.15
1	8	1998	19.55	25.42	0.00	3.00
2	8	1998	19.23	28.20	0.00	3.18
3	8	1998	22.03	28.45	0.00	3.39
4	8	1998	23.52	28.80	0.00	3.53
5	8	1998	25.20	29.60	0.00	3.72
6	8	1998	23.17	29.10	0.00	3.56
7	8	1998	22.70	29.42	0.00	3.56
8	8	1998	25.55	30.67	0.00	3.86
9	8	1998	22.60	30.60	0.00	3.67
10	8	1998	23.95	31.50	0.00	3.84
11	8	1998	23.92	29.55	0.00	3.72
12	8	1998	20.48	28.75	0.00	3.44
13	8	1998	21.75	28.60	0.00	3.53
14	8	1998	23.50	30.65	0.00	3.81
15	8	1998	23.38	28.63	0.04	3.68
16	8	1998	22.25	30.67	0.00	3.76
17	8	1998	25.23	31.30	0.00	4.03
18	8	1998	23.55	30.70	0.00	3.89
19	8	1998	24.02	30.55	0.00	3.93
20	8	1998	22.35	29.92	0.00	3.78
21	8	1998	21.10	30.08	0.00	3.71
22	8	1998	20.83	29.55	0.00	3.67
23	8	1998	22.55	30.53	0.00	3.88
24	8	1998	20.80	30.30	0.00	3.76
25	8	1998	21.38	29.52	0.00	3.76
26	8	1998	21.45	29.42	0.00	3.77
27	8	1998	19.35	26.97	0.00	3.45
28	8	1998	20.82	30.00	0.00	3.80
29	8	1998	22.38	30.15	0.00	3.94
30	8	1998	22.85	29.20	0.00	3.92
31	8	1998	23.37	31.10	0.00	4.12
1	9	1998	24.57	33.20	0.00	4.39
2	9	1998	27.35	33.20	0.00	4.62
3	9	1998	25.95	31.95	0.00	4.44
4	9	1998	26.90	32.52	0.00	4.57
5	9	1998	25.25	32.15	0.00	4.43
6	9	1998	24.95	32.70	0.00	4.47
7	9	1998	27.05	33.68	0.00	4.73
8	9	1998	27.15	32.88	0.00	4.69
9	9	1998	25.32	31.35	0.04	4.45
10	9	1998	22.97	32.25	0.00	4.35
11	9	1998	26.55	34.10	0.00	4.79
12	9	1998	25.80	33.40	0.00	4.70
13	9	1998	25.65	33.57	0.00	4.72
14	9	1998	24.98	33.67	0.00	4.69
15	9	1998	26.92	34.20	0.00	4.90
16	9	1998	28.28	34.32	0.00	5.04
17	9	1998	28.15	35.10	0.00	5.11
18	9	1998	27.25	33.10	0.39	4.89
19	9	1998	23.95	28.35	0.52	4.25
20	9	1998	15.73	21.13	0.00	3.01
21	9	1998	15.95	22.67	0.00	3.16
22	9	1998	19.57	28.07	0.00	3.91
23	9	1998	24.57	31.15	0.00	4.59
24	9	1998	27.25	33.10	0.00	4.98
25	9	1998	25.55	31.80	0.22	4.75
26	9	1998	26.08	31.77	0.00	4.81
27	9	1998	26.25	32.53	0.00	4.90
28	9	1998	25.98	32.60	0.00	4.90
29	9	1998	26.42	32.88	0.00	4.97
30	9	1998	22.05	31.33	0.00	4.49
1	10	1998	25.88	31.75	0.00	4.86
2	10	1998	27.12	32.55	0.00	5.04
3	10	1998	26.77	32.95	0.00	5.06
4	10	1998	27.17	33.02	0.00	5.11
5	10	1998	26.62	31.72	0.00	4.97
6	10	1998	26.53	33.73	0.00	5.14
7	10	1998	27.62	34.32	0.00	5.30
8	10	1998	26.52	32.40	0.56	5.05
9	10	1998	24.82	28.65	0.17	4.59
10	10	1998	25.38	31.78	0.00	4.92
11	10	1998	27.28	33.00	0.00	5.20
12	10	1998	26.13	32.77	0.56	5.09
13	10	1998	25.30	31.77	0.32	4.95
14	10	1998	27.10	32.22	0.00	5.15
15	10	1998	25.68	31.05	0.00	4.93
16	10	1998	25.67	30.57	0.09	4.90
17	10	1998	24.50	30.13	2.38	4.77
18	10	1998	26.27	32.68	0.00	5.16
19	10	1998	23.90	32.55	0.00	4.94
20	10	1998	26.68	33.40	0.00	5.27
21	10	1998	27.25	32.77	0.00	5.28
22	10	1998	24.78	30.80	0.80	4.89
23	10	1998	23.67	31.73	2.64	4.88
24	10	1998	24.82	30.00	0.00	4.84
25	10	1998	25.35	32.17	0.06	5.09
26	10	1998	23.40	29.25	1.81	4.66
27	10	1998	24.42	30.33	0.11	4.85
28	10	1998	24.57	30.92	0.52	4.93
29	10	1998	23.52	28.62	4.84	4.63
30	10	1998	22.08	26.70	8.04	4.34
31	10	1998	22.50	27.48	6.48	4.45
1	11	1998	22.35	28.57	1.19	4.54
2	11	1998	23.07	28.05	9.40	4.56
3	11	1998	22.05	26.95	0.17	4.38
4	11	1998	21.85	26.88	12.07	4.36
5	11	1998	21.02	26.02	0.80	4.21
6	11	1998	22.12	27.77	0.00	4.47
7	11	1998	24.00	29.38	0.65	4.79
8	11	1998	22.75	28.85	3.00	4.63
9	11	1998	23.55	29.07	0.06	4.73
10	11	1998	23.57	26.78	3.48	4.53
11	11	1998	23.85	28.82	0.06	4.74
12	11	1998	23.42	27.35	15.83	4.57
13	11	1998	22.50	26.10	15.85	4.38
14	11	1998	23.48	29.23	0.04	4.75
15	11	1998	25.00	29.52	1.06	4.92
16	11	1998	23.78	28.68	10.13	4.73
17	11	1998	25.42	30.00	0.13	5.00
18	11	1998	20.40	23.38	24.58	3.95
19	11	1998	21.55	26.92	0.00	4.38
20	11	1998	23.75	27.92	12.87	4.67
21	11	1998	23.12	28.28	1.84	4.65
22	11	1998	23.67	28.17	3.67	4.69
23	11	1998	23.20	29.03	1.04	4.73
24	11	1998	22.15	27.55	4.38	4.50
25	11	1998	22.38	25.92	5.81	4.38
26	11	1998	22.98	25.92	5.40	4.43
27	11	1998	21.63	24.98	3.48	4.23
28	11	1998	22.37	26.83	10.82	4.46
29	11	1998	22.62	25.70	10.45	4.39
30	11	1998	22.85	24.38	12.44	4.29
1	12	1998	22.25	24.43	8.42	4.24
2	12	1998	21.95	23.23	6.57	4.10
3	12	1998	22.18	24.17	11.82	4.21
4	12	1998	22.40	25.58	4.88	4.36
5	12	1998	22.65	24.92	20.46	4.32
6	12	1998	22.43	27.30	2.64	4.52
7	12	1998	22.40	26.00	10.00	4.40
8	12	1998	22.60	26.25	4.60	4.44
9	12	1998	22.38	23.62	16.98	4.18
10	12	1998	21.92	25.73	5.68	4.34
11	12	1998	21.48	24.48	10.52	4.18
12	12	1998	22.80	25.13	19.35	4.36
13	12	1998	22.00	26.35	8.55	4.40
14	12	1998	23.53	28.83	0.15	4.77
15	12	1998	24.45	28.95	3.46	4.86
16	12	1998	23.17	28.05	0.00	4.67
17	12	1998	24.63	29.53	0.00	4.93
18	12	1998	25.25	29.78	0.04	5.01
19	12	1998	22.65	25.95	3.28	4.43
20	12	1998	22.77	28.60	0.00	4.68
21	12	1998	23.48	29.40	2.64	4.82
22	12	1998	21.17	24.43	16.09	4.16
23	12	1998	16.95	20.35	15.77	3.40
24	12	1998	19.57	23.40	11.08	3.92
25	12	1998	21.77	25.73	10.41	4.33
26	12	1998	21.53	26.55	2.55	4.38
27	12	1998	22.23	26.15	11.64	4.41
28	12	1998	21.95	26.45	1.75	4.41
29	12	1998	23.13	27.67	1.77	4.63
30	12	1998	22.68	26.88	7.15	4.52
31	12	1998	23.07	26.73	2.74	4.54
1	1	1999	22.23	26.55	8.21	4.45
2	1	1999	22.73	25.23	15.66	4.37
3	1	1999	22.40	23.62	6.76	4.20
4	1	1999	21.77	24.70	7.69	4.24
5	1	1999	22.23	24.10	9.35	4.22
6	1	1999	21.62	24.33	1.97	4.19
7	1	1999	20.40	26.00	3.09	4.23
8	1	1999	20.85	24.58	1.47	4.14
9	1	1999	21.82	24.05	7.50	4.18
10	1	1999	21.78	25.48	7.17	4.31
11	1	1999	20.75	25.70	0.48	4.23
12	1	1999	21.55	26.08	6.98	4.34
13	1	1999	22.07	25.10	27.24	4.30
14	1	1999	21.60	22.80	49.90	4.04
15	1	1999	21.20	22.95	9.40	4.02
16	1	1999	21.53	24.15	10.30	4.16
17	1	1999	20.75	22.88	3.61	3.97
18	1	1999	21.45	25.23	5.98	4.25
19	1	1999	22.30	27.45	0.00	4.53
20	1	1999	22.75	27.95	0.00	4.61
21	1	1999	20.88	27.50	6.98	4.40
22	1	1999	22.05	25.80	3.26	4.35
23	1	1999	21.60	27.20	1.14	4.43
24	1	1999	22.18	27.28	0.54	4.49
25	1	1999	23.18	28.45	0.17	4.69
26	1	1999	22.35	28.10	0.00	4.58
27	1	1999	23.55	29.55	2.38	4.81
28	1	1999	22.18	27.38	2.66	4.49
29	1	1999	22.40	26.60	3.50	4.44
30	1	1999	21.88	27.15	2.38	4.44
31	1	1999	22.15	24.65	20.46	4.23
1	2	1999	22.20	24.85	8.49	4.25
2	2	1999	21.83	24.68	14.17	4.20
3	2	1999	22.12	25.97	10.69	4.34
4	2	1999	20.80	26.53	2.12	4.27
5	2	1999	21.87	25.65	11.77	4.28
6	2	1999	21.95	26.03	2.81	4.32
7	2	1999	21.85	25.55	4.13	4.26
8	2	1999	21.55	24.90	7.67	4.17
9	2	1999	21.60	25.15	8.94	4.20
10	2	1999	22.05	26.18	13.13	4.32
11	2	1999	22.50	28.03	2.87	4.53
12	2	1999	21.95	27.22	1.25	4.40
13	2	1999	22.67	27.25	0.04	4.46
14	2	1999	22.10	28.22	3.13	4.49
15	2	1999	22.93	27.53	4.97	4.50
16	2	1999	23.32	28.15	0.02	4.58
17	2	1999	22.55	26.38	5.23	4.35
18	2	1999	22.70	28.13	0.24	4.51
19	2	1999	21.98	27.32	8.92	4.37
20	2	1999	21.80	26.67	8.34	4.29
21	2	1999	21.40	25.07	17.99	4.11
22	2	1999	21.82	25.13	5.46	4.14
23	2	1999	22.13	24.90	11.32	4.14
24	2	1999	21.70	25.38	3.63	4.14
25	2	1999	21.52	25.60	8.12	4.13
26	2	1999	22.07	25.57	7.47	4.17
27	2	1999	22.38	25.48	14.86	4.18
28	2	1999	22.48	25.15	10.43	4.15
1	3	1999	22.07	24.65	15.29	4.07
2	3	1999	21.48	22.82	1.94	3.85
3	3	1999	21.43	24.02	10.61	3.94
4	3	1999	21.30	25.18	7.69	4.02
5	3	1999	21.70	25.60	6.44	4.08
6	3	1999	21.48	23.98	9.05	3.91
7	3	1999	21.65	24.32	18.49	3.95
8	3	1999	22.00	24.02	20.84	3.94
9	3	1999	21.23	23.50	9.85	3.82
10	3	1999	20.32	24.33	3.22	3.80
11	3	1999	20.63	25.90	5.79	3.95
12	3	1999	21.02	26.05	3.37	3.99
13	3	1999	21.63	25.30	6.11	3.97
14	3	1999	21.20	25.92	1.97	3.97
15	3	1999	21.85	25.52	14.95	3.98
16	3	1999	21.52	25.28	2.81	3.92
17	3	1999	21.53	24.70	10.04	3.86
18	3	1999	22.30	24.70	13.82	3.91
19	3	1999	21.65	23.57	2.40	3.75
20	3	1999	21.70	24.93	1.04	3.86
21	3	1999	21.95	25.15	1.64	3.88
22	3	1999	21.48	24.65	6.33	3.79
23	3	1999	21.65	24.45	6.57	3.78
24	3	1999	21.75	24.70	9.27	3.79
25	3	1999	21.65	25.00	2.22	3.80
26	3	1999	21.80	26.35	6.35	3.90
27	3	1999	22.43	26.85	0.00	3.98
28	3	1999	21.85	26.65	2.48	3.90
29	3	1999	22.20	25.32	14.71	3.81
30	3	1999	22.57	25.85	4.23	3.87
31	3	1999	22.80	26.75	0.35	3.94
1	4	1999	22.35	24.83	5.40	3.74
2	4	1999	22.17	26.10	1.92	3.81
3	4	1999	20.30	25.57	0.15	3.61
4	4	1999	20.67	25.55	0.37	3.62
5	4	1999	20.00	24.32	0.11	3.46
6	4	1999	21.02	25.85	0.00	3.64
7	4	1999	21.78	25.60	4.58	3.67
8	4	1999	21.95	25.23	3.02	3.64
9	4	1999	21.40	24.18	6.13	3.50
10	4	1999	21.90	24.78	6.89	3.57
11	4	1999	21.88	24.85	10.54	3.56
12	4	1999	21.53	25.50	4.08	3.57
13	4	1999	20.68	25.23	10.07	3.46
14	4	1999	20.65	24.05	4.60	3.36
15	4	1999	21.88	24.75	6.44	3.49
16	4	1999	20.95	22.65	5.53	3.25
17	4	1999	11.65	14.15	2.64	1.91
18	4	1999	11.78	16.05	0.00	2.06
19	4	1999	14.28	19.35	0.00	2.47
20	4	1999	16.90	22.05	0.09	2.85
21	4	1999	19.20	24.80	1.32	3.21
22	4	1999	20.82	24.75	5.34	3.31
23	4	1999	21.42	25.28	2.25	3.37
24	4	1999	21.55	26.03	0.80	3.42
25	4	1999	20.45	25.10	1.38	3.26
26	4	1999	20.57	25.33	3.63	3.27
27	4	1999	21.00	24.63	6.26	3.24
28	4	1999	20.45	24.35	8.32	3.17
29	4	1999	21.00	23.92	4.99	3.16
30	4	1999	20.35	23.17	2.53	3.05
1	5	1999	20.38	24.38	2.61	3.12
2	5	1999	21.20	24.70	4.51	3.19
3	5	1999	20.38	25.73	4.49	3.19
4	5	1999	20.90	24.37	8.14	3.12
5	5	1999	20.78	24.48	3.43	3.10
6	5	1999	20.70	24.17	4.30	3.06
7	5	1999	21.05	25.50	1.56	3.17
8	5	1999	21.43	23.02	10.04	3.01
9	5	1999	18.90	23.02	0.54	2.83
10	5	1999	18.58	22.90	1.84	2.79
11	5	1999	19.45	22.67	7.60	2.82
12	5	1999	20.45	23.85	5.14	2.95
13	5	1999	18.95	23.68	0.00	2.83
14	5	1999	15.78	19.85	0.02	2.36
15	5	1999	15.67	19.48	0.13	2.32
16	5	1999	16.30	21.20	0.39	2.46
17	5	1999	17.80	24.05	0.00	2.74
18	5	1999	18.17	23.87	0.00	2.74
19	5	1999	18.50	23.30	0.00	2.71
20	5	1999	17.40	19.42	0.22	2.38
21	5	1999	15.28	19.40	0.19	2.24
22	5	1999	14.00	19.97	0.00	2.18
23	5	1999	15.20	22.40	0.00	2.41
24	5	1999	18.22	24.90	0.00	2.75
25	5	1999	19.42	25.48	0.00	2.86
26	5	1999	20.32	24.95	0.00	2.87
27	5	1999	20.82	26.05	6.78	2.97
28	5	1999	20.35	25.90	0.00	2.92
29	5	1999	21.23	25.90	0.00	2.96
30	5	1999	18.25	20.17	1.51	2.41
31	5	1999	14.15	18.45	0.32	2.04
1	6	1999	13.63	20.95	0.00	2.16
2	6	1999	17.00	23.38	0.00	2.51
3	6	1999	18.03	24.23	0.00	2.63
4	6	1999	18.43	23.30	0.04	2.59
5	6	1999	17.27	20.60	0.28	2.34
6	6	1999	17.50	19.65	0.37	2.30
7	6	1999	16.28	20.90	0.22	2.29
8	6	1999	16.53	22.70	0.19	2.42
9	6	1999	18.25	23.67	0.00	2.58
10	6	1999	17.57	21.90	0.02	2.42
11	6	1999	17.25	22.93	0.09	2.46
12	6	1999	18.13	25.00	0.00	2.64
13	6	1999	19.80	25.15	0.00	2.75
14	6	1999	19.23	25.30	0.09	2.72
15	6	1999	18.55	25.15	0.00	2.67
16	6	1999	19.05	25.52	0.00	2.72
17	6	1999	18.12	25.32	0.00	2.65
18	6	1999	17.85	24.42	0.00	2.58
19	6	1999	18.88	24.50	0.00	2.64
20	6	1999	19.40	24.00	0.13	2.64
21	6	1999	18.92	24.73	0.11	2.66
22	6	1999	21.70	26.77	0.00	2.95
23	6	1999	21.00	27.07	0.95	2.93
24	6	1999	19.75	26.45	0.00	2.82
25	6	1999	17.95	26.02	0.00	2.68
26	6	1999	17.17	25.10	0.00	2.58
27	6	1999	18.32	24.85	0.00	2.64
28	6	1999	18.90	23.80	0.00	2.61
29	6	1999	19.65	23.95	0.00	2.67
30	6	1999	20.17	24.13	0.00	2.71
1	7	1999	19.88	24.67	0.09	2.73
2	7	1999	18.83	25.95	0.00	2.75
3	7	1999	19.82	25.28	0.00	2.77
4	7	1999	17.83	20.23	0.19	2.34
5	7	1999	11.63	14.93	0.39	1.64
6	7	1999	12.00	16.95	0.06	1.79
7	7	1999	13.92	20.42	0.09	2.12
8	7	1999	16.77	23.38	0.00	2.49
9	7	1999	17.50	24.73	0.00	2.62
10	7	1999	18.27	25.13	0.00	2.70
11	7	1999	19.40	26.02	0.00	2.83
12	7	1999	17.57	25.98	0.00	2.72
13	7	1999	16.55	24.53	0.00	2.57
14	7	1999	17.75	24.43	0.00	2.65
15	7	1999	17.13	24.15	0.00	2.60
16	7	1999	17.12	24.50	0.00	2.63
17	7	1999	17.65	24.45	0.00	2.67
18	7	1999	16.25	23.55	0.04	2.53
19	7	1999	16.30	25.80	0.00	2.68
20	7	1999	17.82	26.68	0.00	2.85
21	7	1999	17.72	25.60	0.00	2.78
22	7	1999	19.12	24.33	0.00	2.80
23	7	1999	17.55	23.83	0.00	2.67
24	7	1999	18.35	24.63	0.00	2.78
25	7	1999	18.30	26.10	0.00	2.89
26	7	1999	17.45	25.82	0.00	2.82
27	7	1999	19.67	26.42	0.00	3.02
28	7	1999	19.30	27.02	0.00	3.04
29	7	1999	19.97	26.82	0.00	3.09
30	7	1999	19.40	27.90	0.00	3.13
31	7	1999	18.23	23.78	0.00	2.79
1	8	1999	16.95	23.80	0.00	2.72
2	8	1999	19.60	25.50	0.02	3.02
3	8	1999	18.55	26.23	0.00	3.01
4	8	1999	18.68	27.07	0.00	3.09
5	8	1999	20.27	27.33	0.00	3.23
6	8	1999	21.88	28.20	0.00	3.41
7	8	1999	22.12	28.60	0.00	3.47
8	8	1999	20.58	27.32	0.00	3.29
9	8	1999	20.28	26.48	0.00	3.22
10	8	1999	20.40	28.55	0.00	3.39
11	8	1999	21.07	27.63	0.00	3.39
12	8	1999	21.88	29.52	0.00	3.59
