Day	Month	Year	Tmin(C)	Tmax(C)	Prcp(mm)	Et0(mm)
18	4	1996	17.00	18.45	8.21	2.61
19	4	1996	16.23	20.42	0.00	2.68
20	4	1996	18.35	21.65	0.06	2.92
21	4	1996	19.98	24.32	3.46	3.22
22	4	1996	20.45	23.85	5.31	3.20
23	4	1996	21.15	24.95	2.98	3.32
24	4	1996	20.67	24.98	2.68	3.27
25	4	1996	20.20	25.92	0.00	3.29
26	4	1996	19.75	25.57	0.00	3.22
27	4	1996	21.02	24.70	0.00	3.23
28	4	1996	20.57	23.95	3.22	3.13
29	4	1996	20.88	24.00	6.85	3.14
30	4	1996	20.73	25.23	0.00	3.21
1	5	1996	20.38	25.20	0.00	3.17
2	5	1996	19.65	25.28	0.00	3.11
3	5	1996	18.98	24.85	0.00	3.02
4	5	1996	18.20	23.88	0.00	2.89
5	5	1996	15.65	22.78	0.00	2.62
6	5	1996	17.00	23.53	0.00	2.76
7	5	1996	18.27	24.47	0.00	2.89
8	5	1996	20.78	24.95	2.68	3.08
9	5	1996	20.15	24.88	4.00	3.02
10	5	1996	20.50	25.55	4.02	3.08
11	5	1996	19.45	24.03	0.76	2.90
12	5	1996	18.82	23.88	0.69	2.83
13	5	1996	20.35	25.27	1.47	3.02
14	5	1996	20.13	24.63	4.23	2.95
15	5	1996	19.95	24.95	2.64	2.95
16	5	1996	21.00	23.95	8.10	2.94
17	5	1996	20.32	24.43	3.87	2.91
18	5	1996	21.30	25.37	4.36	3.03
19	5	1996	21.05	25.40	2.85	3.00
20	5	1996	21.40	25.78	1.99	3.04
21	5	1996	20.85	22.40	0.50	2.78
22	5	1996	19.00	23.73	5.03	2.74
23	5	1996	20.48	24.23	5.75	2.85
24	5	1996	20.07	21.05	3.20	2.62
25	5	1996	19.23	23.70	4.58	2.72
26	5	1996	19.48	20.80	0.89	2.55
27	5	1996	18.00	22.35	0.04	2.55
28	5	1996	19.07	24.20	0.78	2.72
29	5	1996	19.20	24.65	0.00	2.75
30	5	1996	17.80	23.85	0.00	2.61
31	5	1996	17.07	22.40	0.00	2.46
1	6	1996	14.80	18.70	0.09	2.09
2	6	1996	12.35	16.65	0.04	1.80
3	6	1996	13.07	17.98	0.00	1.93
4	6	1996	13.05	17.70	0.00	1.90
5	6	1996	14.02	19.50	0.00	2.07
6	6	1996	17.00	22.95	0.00	2.46
7	6	1996	18.22	23.70	0.00	2.58
8	6	1996	19.80	23.98	0.00	2.69
9	6	1996	17.43	22.90	0.00	2.48
10	6	1996	18.42	24.05	0.00	2.60
11	6	1996	18.35	23.98	0.00	2.59
12	6	1996	19.37	23.95	0.00	2.65
13	6	1996	18.52	23.73	0.00	2.58
14	6	1996	19.17	23.78	0.00	2.62
15	6	1996	19.00	24.75	0.00	2.67
16	6	1996	19.13	24.82	0.00	2.68
17	6	1996	18.10	23.95	0.00	2.56
18	6	1996	16.98	23.90	0.00	2.49
19	6	1996	16.07	23.52	0.00	2.41
20	6	1996	16.33	22.85	0.00	2.39
21	6	1996	17.30	20.42	0.00	2.30
22	6	1996	16.22	22.30	0.00	2.35
23	6	1996	17.65	23.32	0.00	2.50
24	6	1996	16.87	23.78	0.00	2.48
25	6	1996	17.28	24.00	0.00	2.52
26	6	1996	18.75	24.25	0.00	2.62
27	6	1996	17.60	21.67	0.15	2.40
28	6	1996	8.90	12.65	0.09	1.32
29	6	1996	7.75	9.52	0.37	1.06
30	6	1996	8.52	13.30	1.79	1.34
1	7	1996	12.20	20.35	0.00	2.00
2	7	1996	16.82	24.05	0.00	2.51
3	7	1996	17.78	24.38	0.00	2.59
4	7	1996	17.65	25.63	0.00	2.67
5	7	1996	17.23	25.20	0.00	2.62
6	7	1996	19.88	25.72	0.00	2.82
7	7	1996	21.10	25.32	0.00	2.88
8	7	1996	18.58	24.20	0.00	2.66
9	7	1996	16.30	24.43	0.00	2.53
10	7	1996	16.05	19.98	0.04	2.25
11	7	1996	15.02	20.60	0.00	2.23
12	7	1996	15.50	21.82	0.00	2.34
13	7	1996	14.77	23.10	0.00	2.38
14	7	1996	17.30	24.63	0.00	2.64
15	7	1996	19.23	25.30	0.00	2.81
16	7	1996	18.63	24.48	0.00	2.73
17	7	1996	18.53	26.22	0.00	2.84
18	7	1996	18.08	26.17	0.00	2.82
19	7	1996	17.85	25.55	0.00	2.77
20	7	1996	18.48	26.35	0.00	2.88
21	7	1996	18.38	25.53	0.00	2.83
22	7	1996	16.85	22.53	0.00	2.54
23	7	1996	15.63	22.65	0.00	2.48
24	7	1996	16.17	25.70	0.00	2.72
25	7	1996	18.28	24.32	0.00	2.78
26	7	1996	19.85	26.67	0.00	3.05
27	7	1996	19.13	26.00	0.00	2.97
28	7	1996	18.72	25.73	0.00	2.93
29	7	1996	20.10	26.00	0.00	3.05
30	7	1996	20.97	26.45	0.00	3.15
31	7	1996	20.82	26.00	0.00	3.12
1	8	1996	19.20	25.45	0.00	2.99
2	8	1996	21.77	26.13	0.00	3.22
3	8	1996	22.08	26.33	0.00	3.27
4	8	1996	20.17	27.15	0.00	3.21
5	8	1996	21.68	24.98	0.00	3.18
6	8	1996	20.37	26.15	0.00	3.18
7	8	1996	21.65	27.60	0.00	3.38
8	8	1996	24.40	29.63	0.00	3.72
9	8	1996	21.48	29.22	0.00	3.51
10	8	1996	22.78	28.60	0.00	3.57
11	8	1996	21.90	29.58	0.00	3.59
12	8	1996	22.35	30.27	0.00	3.69
13	8	1996	21.80	29.05	0.00	3.58
14	8	1996	25.38	29.67	0.00	3.89
15	8	1996	22.37	27.85	0.00	3.57
16	8	1996	22.93	28.57	0.11	3.67
17	8	1996	24.53	29.55	0.06	3.87
18	8	1996	23.23	28.60	0.73	3.73
19	8	1996	22.78	29.05	0.00	3.74
20	8	1996	23.68	29.57	0.17	3.86
21	8	1996	24.25	30.73	0.00	4.01
22	8	1996	22.88	29.23	0.00	3.81
23	8	1996	23.17	29.32	0.00	3.86
24	8	1996	23.50	29.32	0.00	3.90
25	8	1996	23.05	28.35	0.00	3.81
26	8	1996	22.85	28.40	0.00	3.82
27	8	1996	23.38	29.95	0.00	3.99
28	8	1996	21.20	25.02	0.02	3.47
29	8	1996	19.95	25.85	0.00	3.45
30	8	1996	22.02	29.10	0.00	3.87
31	8	1996	26.30	32.15	0.00	4.44
1	9	1996	27.02	32.27	0.00	4.53
2	9	1996	25.40	30.45	0.00	4.28
3	9	1996	25.30	31.17	0.00	4.34
4	9	1996	26.48	30.85	0.00	4.43
5	9	1996	25.70	31.45	0.00	4.43
6	9	1996	24.10	30.25	0.00	4.23
7	9	1996	21.40	29.60	0.00	3.99
8	9	1996	26.80	32.67	0.00	4.67
9	9	1996	25.87	31.57	0.00	4.52
10	9	1996	18.05	24.02	0.00	3.33
11	9	1996	18.82	26.58	0.00	3.60
12	9	1996	22.15	30.78	0.00	4.21
13	9	1996	24.20	31.03	0.00	4.41
14	9	1996	25.10	33.20	0.00	4.67
15	9	1996	24.32	32.88	0.00	4.60
16	9	1996	24.05	32.58	0.00	4.57
17	9	1996	24.48	31.60	0.00	4.54
18	9	1996	26.58	31.55	0.00	4.73
19	9	1996	24.48	32.77	0.00	4.67
20	9	1996	25.38	32.80	0.00	4.76
21	9	1996	26.55	32.20	0.02	4.82
22	9	1996	25.32	30.35	1.62	4.58
23	9	1996	24.70	30.57	0.39	4.57
24	9	1996	25.62	31.92	0.37	4.77
25	9	1996	24.58	30.37	0.00	4.57
26	9	1996	21.53	26.80	0.00	4.03
27	9	1996	20.50	27.73	0.00	4.03
28	9	1996	24.17	29.43	0.00	4.49
29	9	1996	24.07	29.55	1.47	4.51
30	9	1996	24.60	30.77	0.04	4.67
1	10	1996	24.25	29.35	0.04	4.53
2	10	1996	23.87	30.72	1.71	4.62
3	10	1996	25.18	31.70	0.00	4.83
4	10	1996	25.58	30.38	0.00	4.76
5	10	1996	25.58	30.03	0.37	4.74
6	10	1996	25.77	29.57	0.00	4.73
7	10	1996	24.25	30.37	0.35	4.68
8	10	1996	25.23	29.43	0.17	4.70
9	10	1996	23.40	28.50	5.72	4.47
10	10	1996	23.07	27.80	0.15	4.39
11	10	1996	23.60	28.65	1.25	4.52
12	10	1996	23.55	29.65	0.00	4.61
13	10	1996	24.60	29.65	0.04	4.71
14	10	1996	23.05	28.05	0.35	4.44
15	10	1996	24.02	30.48	0.00	4.75
16	10	1996	24.43	33.63	0.00	5.07
17	10	1996	26.05	31.22	0.69	5.01
18	10	1996	24.20	30.57	1.25	4.80
19	10	1996	24.85	30.95	2.20	4.90
20	10	1996	24.02	29.75	2.16	4.73
21	10	1996	25.65	32.15	0.00	5.09
22	10	1996	23.70	30.63	2.14	4.79
23	10	1996	23.13	29.08	1.21	4.61
24	10	1996	23.05	28.35	7.21	4.54
25	10	1996	22.90	26.85	5.94	4.40
26	10	1996	23.40	28.25	0.00	4.58
27	10	1996	23.73	28.98	0.04	4.68
28	10	1996	24.30	30.60	0.04	4.88
29	10	1996	23.45	29.88	16.50	4.74
30	10	1996	23.65	28.60	3.13	4.65
31	10	1996	25.10	30.30	0.04	4.94
1	11	1996	24.73	31.27	0.00	5.00
2	11	1996	24.98	29.98	0.30	4.91
3	11	1996	23.48	28.67	0.02	4.66
4	11	1996	23.93	29.75	0.00	4.80
5	11	1996	24.42	30.20	0.00	4.89
6	11	1996	24.25	30.25	1.34	4.89
7	11	1996	22.30	26.07	38.82	4.34
8	11	1996	20.82	26.68	9.59	4.27
9	11	1996	24.42	29.45	0.00	4.84
10	11	1996	24.20	28.70	0.58	4.76
11	11	1996	23.65	28.23	5.08	4.67
12	11	1996	22.65	28.95	12.25	4.65
13	11	1996	21.65	28.77	3.72	4.54
14	11	1996	23.23	26.48	13.65	4.48
15	11	1996	22.63	27.18	5.10	4.49
16	11	1996	22.90	26.70	15.38	4.48
17	11	1996	22.47	26.20	5.92	4.40
18	11	1996	22.05	24.25	2.87	4.18
19	11	1996	20.98	22.35	19.55	3.92
20	11	1996	21.10	24.55	12.51	4.13
21	11	1996	21.73	26.17	9.83	4.34
22	11	1996	21.78	26.05	6.61	4.33
23	11	1996	22.62	27.25	0.00	4.52
24	11	1996	24.65	28.88	0.00	4.85
25	11	1996	23.23	29.20	0.00	4.75
26	11	1996	23.40	28.65	0.00	4.72
27	11	1996	23.20	28.95	0.09	4.73
28	11	1996	22.07	28.57	3.69	4.60
29	11	1996	21.55	25.98	1.66	4.31
30	11	1996	21.55	27.20	3.11	4.43
1	12	1996	22.62	27.80	0.76	4.58
2	12	1996	22.23	26.55	9.78	4.43
3	12	1996	21.63	27.38	0.11	4.45
4	12	1996	21.95	26.82	7.78	4.43
5	12	1996	21.45	25.15	3.24	4.24
6	12	1996	21.93	26.53	3.50	4.41
7	12	1996	22.07	27.00	0.00	4.46
8	12	1996	23.80	29.08	0.71	4.81
9	12	1996	23.73	29.90	0.00	4.88
10	12	1996	23.15	29.30	4.00	4.77
11	12	1996	22.88	28.58	0.71	4.68
12	12	1996	23.10	28.10	0.95	4.66
13	12	1996	22.15	25.28	13.59	4.32
14	12	1996	21.98	27.50	3.48	4.51
15	12	1996	23.32	28.67	0.30	4.74
16	12	1996	24.40	29.50	0.00	4.91
17	12	1996	24.90	29.90	0.00	4.99
18	12	1996	23.50	28.52	0.28	4.74
19	12	1996	24.17	31.28	0.00	5.05
20	12	1996	25.82	32.07	0.00	5.28
21	12	1996	25.98	31.15	0.00	5.21
22	12	1996	24.95	31.23	0.43	5.12
23	12	1996	23.75	28.95	1.86	4.80
24	12	1996	21.88	23.83	5.25	4.17
25	12	1996	22.53	27.38	0.02	4.55
26	12	1996	22.88	29.13	4.54	4.74
27	12	1996	22.35	24.20	19.94	4.24
28	12	1996	22.32	26.32	3.74	4.44
29	12	1996	22.70	27.38	2.59	4.57
30	12	1996	22.05	24.80	2.76	4.27
31	12	1996	22.47	25.80	5.38	4.40
1	1	1997	22.95	26.98	9.24	4.55
2	1	1997	22.82	24.30	8.64	4.30
3	1	1997	21.80	25.10	1.12	4.28
4	1	1997	23.00	27.83	0.06	4.63
5	1	1997	22.67	28.87	0.22	4.70
6	1	1997	21.82	27.17	10.02	4.47
7	1	1997	22.05	27.20	0.41	4.49
8	1	1997	21.92	25.13	5.25	4.29
9	1	1997	21.17	26.28	3.20	4.32
10	1	1997	21.70	27.63	6.63	4.50
11	1	1997	21.32	24.07	16.29	4.14
12	1	1997	21.70	25.23	3.84	4.28
13	1	1997	21.10	22.05	48.66	3.93
14	1	1997	20.67	23.73	10.91	4.04
15	1	1997	21.68	25.50	7.82	4.30
16	1	1997	21.87	25.00	14.86	4.27
17	1	1997	20.88	23.50	4.15	4.04
18	1	1997	21.82	24.05	6.91	4.17
19	1	1997	21.93	23.73	2.03	4.15
20	1	1997	22.32	25.15	11.04	4.32
21	1	1997	20.93	24.98	2.76	4.17
22	1	1997	21.38	27.05	0.41	4.40
23	1	1997	21.82	27.30	1.14	4.46
24	1	1997	22.02	26.85	4.54	4.44
25	1	1997	22.20	27.15	4.23	4.48
26	1	1997	22.80	25.20	22.08	4.35
27	1	1997	22.48	24.87	10.04	4.29
28	1	1997	21.08	23.00	5.96	3.99
29	1	1997	21.17	22.07	2.51	3.92
30	1	1997	20.62	21.77	6.20	3.84
31	1	1997	19.95	22.92	1.27	3.88
1	2	1997	20.07	22.13	1.79	3.81
2	2	1997	20.32	23.13	8.79	3.92
3	2	1997	21.18	24.88	5.55	4.16
4	2	1997	20.12	23.20	13.93	3.91
5	2	1997	20.55	22.92	16.24	3.92
6	2	1997	19.23	23.28	8.55	3.83
7	2	1997	21.42	23.82	19.29	4.07
8	2	1997	21.13	23.97	16.96	4.05
9	2	1997	21.25	24.90	6.29	4.14
10	2	1997	21.27	25.95	7.21	4.23
11	2	1997	21.38	26.00	2.92	4.24
12	2	1997	20.10	22.05	58.86	3.77
13	2	1997	20.75	25.28	4.45	4.11
14	2	1997	21.63	24.57	16.65	4.12
15	2	1997	22.27	25.20	12.81	4.23
16	2	1997	21.28	22.78	10.67	3.92
17	2	1997	20.83	23.73	1.08	3.96
18	2	1997	21.07	23.48	5.42	3.95
19	2	1997	21.35	25.25	9.59	4.13
20	2	1997	21.97	24.62	4.13	4.12
21	2	1997	21.63	25.75	10.69	4.19
22	2	1997	21.65	24.87	14.00	4.10
23	2	1997	21.13	26.67	2.31	4.21
24	2	1997	22.17	27.30	7.67	4.35
25	2	1997	22.75	26.30	10.58	4.30
26	2	1997	22.23	24.48	10.35	4.09
27	2	1997	22.23	24.18	9.85	4.06
28	2	1997	22.13	23.63	15.62	3.99
1	3	1997	21.80	24.15	13.59	4.00
2	3	1997	21.80	24.57	7.11	4.03
3	3	1997	21.20	25.70	4.60	4.06
4	3	1997	20.65	24.03	2.89	3.86
5	3	1997	20.10	25.03	0.28	3.89
6	3	1997	22.00	26.18	3.65	4.15
7	3	1997	22.15	24.95	7.54	4.04
8	3	1997	21.35	24.65	10.97	3.94
9	3	1997	21.18	23.58	9.72	3.82
10	3	1997	21.18	23.97	11.77	3.85
11	3	1997	21.85	23.43	24.41	3.85
12	3	1997	21.00	24.32	8.77	3.84
13	3	1997	21.65	24.82	7.82	3.93
14	3	1997	21.83	23.35	21.34	3.81
15	3	1997	21.90	25.50	16.52	3.98
16	3	1997	21.97	24.72	25.73	3.91
17	3	1997	21.93	25.57	8.73	3.97
18	3	1997	21.27	24.75	9.70	3.83
19	3	1997	22.45	25.50	4.34	3.98
20	3	1997	22.45	25.45	7.73	3.96
21	3	1997	21.20	24.65	5.36	3.78
22	3	1997	21.50	24.75	13.24	3.80
23	3	1997	22.00	24.70	21.08	3.83
24	3	1997	22.35	24.75	15.57	3.85
25	3	1997	22.35	24.60	16.22	3.82
26	3	1997	22.15	23.35	2.29	3.69
27	3	1997	21.50	22.98	3.28	3.59
28	3	1997	21.32	23.32	14.23	3.59
29	3	1997	21.40	22.82	21.73	3.55
30	3	1997	19.52	20.80	21.43	3.22
31	3	1997	16.42	18.27	0.93	2.76
1	4	1997	17.07	19.28	7.17	2.88
2	4	1997	17.68	23.75	0.00	3.27
3	4	1997	20.57	25.70	7.73	3.64
4	4	1997	21.20	24.42	10.48	3.57
5	4	1997	20.48	25.45	0.09	3.58
6	4	1997	20.73	25.30	2.33	3.58
7	4	1997	20.88	24.75	3.76	3.53
8	4	1997	20.78	23.72	5.94	3.43
9	4	1997	20.67	23.73	7.67	3.41
10	4	1997	21.60	23.92	11.75	3.48
11	4	1997	21.48	23.53	11.62	3.43
12	4	1997	21.13	22.70	13.54	3.32
13	4	1997	20.48	22.25	9.01	3.23
14	4	1997	19.32	23.72	5.03	3.24
15	4	1997	20.05	23.83	5.27	3.28
16	4	1997	20.35	23.77	8.40	3.29
17	4	1997	20.88	24.98	3.72	3.40
18	4	1997	21.05	24.98	4.06	3.40
19	4	1997	20.53	25.33	0.15	3.37
20	4	1997	20.80	25.32	1.08	3.38
21	4	1997	20.80	24.58	4.19	3.31
22	4	1997	20.63	24.13	10.76	3.25
23	4	1997	19.90	24.27	4.17	3.19
24	4	1997	20.65	23.95	8.32	3.21
25	4	1997	20.38	24.57	5.36	3.22
26	4	1997	20.05	24.17	2.85	3.15
27	4	1997	19.55	24.23	7.06	3.11
28	4	1997	20.15	23.02	6.18	3.05
29	4	1997	19.65	23.18	7.84	3.01
30	4	1997	20.22	22.70	8.99	3.01
1	5	1997	19.45	23.88	3.46	3.02
2	5	1997	20.28	24.07	7.32	3.08
3	5	1997	20.45	24.78	1.21	3.13
4	5	1997	18.80	24.15	0.00	2.96
5	5	1997	19.50	23.98	0.78	2.98
6	5	1997	19.57	24.30	0.37	3.00
7	5	1997	18.53	23.55	0.48	2.86
8	5	1997	18.73	23.82	0.06	2.88
9	5	1997	18.48	23.88	0.00	2.86
10	5	1997	17.42	23.20	0.00	2.73
11	5	1997	18.37	23.50	1.43	2.80
12	5	1997	19.60	22.97	3.05	2.84
13	5	1997	19.28	24.15	3.00	2.88
14	5	1997	18.55	22.77	12.51	2.73
15	5	1997	18.83	23.05	8.21	2.76
16	5	1997	19.10	23.98	6.16	2.83
17	5	1997	19.85	23.10	7.84	2.81
18	5	1997	19.70	23.75	0.00	2.83
19	5	1997	19.95	24.17	0.00	2.86
20	5	1997	19.42	24.27	0.00	2.83
21	5	1997	19.92	24.50	0.00	2.86
22	5	1997	20.07	24.52	0.69	2.87
23	5	1997	18.30	21.05	1.47	2.52
24	5	1997	16.77	19.15	0.65	2.29
25	5	1997	16.00	18.80	0.50	2.21
26	5	1997	16.50	19.93	0.26	2.31
27	5	1997	16.92	22.13	0.26	2.47
28	5	1997	18.85	23.78	2.03	2.69
29	5	1997	18.47	21.35	0.48	2.51
30	5	1997	17.63	22.98	0.13	2.55
31	5	1997	18.83	24.07	0.00	2.68
1	6	1997	18.30	23.80	0.00	2.63
2	6	1997	18.02	23.67	0.28	2.60
3	6	1997	18.53	23.55	0.00	2.62
4	6	1997	19.42	23.63	0.00	2.67
5	6	1997	19.97	23.77	2.61	2.71
6	6	1997	20.75	24.70	3.74	2.81
7	6	1997	18.82	20.32	13.05	2.41
8	6	1997	12.28	14.45	11.88	1.65
9	6	1997	13.75	15.60	0.00	1.80
10	6	1997	15.35	21.50	0.30	2.26
11	6	1997	18.98	24.02	2.68	2.64
12	6	1997	19.02	23.88	5.77	2.63
13	6	1997	19.85	23.58	2.35	2.66
14	6	1997	19.42	23.60	1.88	2.63
15	6	1997	19.85	23.60	3.43	2.65
16	6	1997	19.95	23.50	7.47	2.65
17	6	1997	19.07	24.25	0.00	2.64
18	6	1997	19.10	24.55	0.00	2.66
19	6	1997	19.60	25.00	0.00	2.72
20	6	1997	19.48	23.77	0.84	2.63
21	6	1997	20.32	24.45	0.00	2.73
22	6	1997	18.67	24.70	0.00	2.64
23	6	1997	18.40	24.07	0.00	2.59
24	6	1997	18.17	24.33	0.00	2.59
25	6	1997	17.77	23.75	0.00	2.53
26	6	1997	16.57	22.45	0.00	2.38
27	6	1997	16.32	22.15	0.00	2.35
28	6	1997	15.90	22.02	0.00	2.32
29	6	1997	14.90	22.08	0.00	2.26
30	6	1997	15.40	21.15	0.00	2.24
1	7	1997	14.02	21.73	0.00	2.19
2	7	1997	15.77	22.30	0.00	2.34
3	7	1997	15.60	23.42	0.00	2.40
4	7	1997	16.20	22.93	0.00	2.41
5	7	1997	15.88	23.50	0.00	2.43
6	7	1997	15.82	22.43	0.00	2.36
7	7	1997	15.88	22.13	0.00	2.35
8	7	1997	14.48	21.70	0.00	2.24
9	7	1997	15.23	22.05	0.00	2.31
10	7	1997	16.05	23.50	0.00	2.46
11	7	1997	15.30	22.25	0.00	2.34
12	7	1997	13.30	22.55	0.00	2.24
13	7	1997	15.12	22.55	0.00	2.36
14	7	1997	13.67	23.83	0.00	2.36
15	7	1997	17.00	23.75	0.00	2.57
16	7	1997	17.07	24.73	0.00	2.64
17	7	1997	19.38	25.50	0.00	2.84
18	7	1997	20.08	24.90	0.00	2.86
19	7	1997	17.88	24.15	0.00	2.68
20	7	1997	18.10	23.25	0.00	2.64
21	7	1997	16.07	22.78	0.00	2.49
22	7	1997	16.83	23.92	0.00	2.62
23	7	1997	17.73	24.80	0.00	2.75
24	7	1997	18.10	24.67	0.00	2.77
25	7	1997	18.27	24.98	0.00	2.81
26	7	1997	18.43	24.38	0.00	2.79
27	7	1997	17.25	23.77	0.00	2.69
28	7	1997	16.73	23.60	0.00	2.65
29	7	1997	17.85	24.30	0.00	2.78
30	7	1997	20.53	26.35	0.00	3.10
31	7	1997	20.95	27.95	0.00	3.25
1	8	1997	20.93	27.80	0.00	3.25
2	8	1997	21.00	27.70	0.00	3.26
3	8	1997	21.37	27.50	0.00	3.29
4	8	1997	21.82	25.30	0.00	3.18
5	8	1997	16.40	21.97	0.00	2.60
6	8	1997	18.90	24.30	0.00	2.94
7	8	1997	21.67	24.82	0.00	3.18
8	8	1997	14.82	17.57	1.06	2.22
9	8	1997	13.35	19.17	0.00	2.24
10	8	1997	16.63	23.48	0.00	2.78
11	8	1997	19.03	26.92	0.00	3.19
12	8	1997	20.48	28.38	0.00	3.41
13	8	1997	21.47	28.90	0.00	3.53
14	8	1997	22.23	28.98	0.00	3.61
15	8	1997	23.57	28.40	0.00	3.68
16	8	1997	24.05	28.80	0.00	3.75
17	8	1997	23.15	29.50	0.00	3.76
18	8	1997	23.32	29.55	0.00	3.79
19	8	1997	22.85	29.23	0.00	3.75
20	8	1997	23.57	29.08	0.00	3.80
21	8	1997	21.12	27.20	0.00	3.51
22	8	1997	22.90	28.35	0.00	3.73
23	8	1997	21.72	28.25	0.06	3.66
24	8	1997	20.85	27.28	0.91	3.54
25	8	1997	19.73	25.68	0.00	3.35
26	8	1997	22.40	29.90	0.00	3.88
27	8	1997	24.45	32.30	0.00	4.22
28	8	1997	24.45	32.05	0.00	4.22
29	8	1997	23.88	31.45	0.00	4.15
30	8	1997	20.92	29.82	0.00	3.83
31	8	1997	22.32	29.85	0.00	3.95
1	9	1997	24.75	31.95	0.00	4.31
2	9	1997	25.73	31.65	0.00	4.38
3	9	1997	24.13	31.92	0.00	4.29
4	9	1997	25.85	32.70	0.00	4.50
5	9	1997	24.00	32.05	0.00	4.33
6	9	1997	24.85	33.30	0.00	4.51
7	9	1997	25.35	32.75	0.00	4.52
8	9	1997	25.50	32.13	0.00	4.50
9	9	1997	27.68	33.38	0.00	4.79
10	9	1997	26.85	32.78	0.09	4.69
11	9	1997	26.45	31.10	0.06	4.55
12	9	1997	25.28	32.50	0.00	4.58
13	9	1997	26.15	31.25	0.02	4.57
14	9	1997	25.57	30.73	0.02	4.50
15	9	1997	27.07	33.80	0.00	4.88
16	9	1997	26.75	32.82	0.00	4.79
17	9	1997	25.10	32.00	0.00	4.61
18	9	1997	27.17	31.75	0.02	4.77
19	9	1997	25.95	32.70	0.00	4.77
20	9	1997	25.25	30.98	0.11	4.59
21	9	1997	25.07	31.90	0.00	4.66
22	9	1997	25.00	31.88	0.00	4.67
23	9	1997	26.90	32.05	0.15	4.85
24	9	1997	27.28	33.95	0.00	5.06
25	9	1997	27.22	33.25	0.00	5.01
26	9	1997	27.55	31.75	0.00	4.93
27	9	1997	26.02	32.10	0.26	4.84
28	9	1997	28.45	34.82	0.00	5.29
29	9	1997	26.88	33.78	0.00	5.08
30	9	1997	27.50	32.80	0.06	5.07
1	10	1997	25.18	32.58	0.00	4.87
2	10	1997	26.60	33.28	0.00	5.06
3	10	1997	26.60	33.35	0.00	5.08
4	10	1997	26.90	32.63	0.00	5.05
5	10	1997	26.62	31.32	0.00	4.93
6	10	1997	25.38	31.73	0.00	4.87
7	10	1997	25.32	33.12	0.00	5.00
8	10	1997	25.15	32.32	0.52	4.93
9	10	1997	27.05	34.77	0.00	5.31
10	10	1997	25.58	32.63	0.00	5.01
11	10	1997	25.85	32.25	0.00	5.01
12	10	1997	28.52	34.15	0.00	5.42
13	10	1997	26.10	34.93	0.00	5.29
14	10	1997	29.38	35.70	0.00	5.65
15	10	1997	28.03	35.25	0.00	5.50
16	10	1997	28.23	33.98	0.00	5.42
17	10	1997	27.05	34.05	0.37	5.33
18	10	1997	26.53	32.80	0.00	5.19
19	10	1997	25.73	31.65	0.26	5.03
20	10	1997	24.32	30.60	5.23	4.82
21	10	1997	22.55	26.52	19.98	4.31
22	10	1997	23.30	26.70	13.24	4.40
23	10	1997	24.88	28.50	5.44	4.70
24	10	1997	24.28	29.32	7.65	4.73
25	10	1997	24.05	28.50	2.85	4.65
26	10	1997	24.95	30.77	0.91	4.93
27	10	1997	24.40	29.43	0.28	4.77
28	10	1997	25.25	31.52	0.00	5.04
29	10	1997	27.42	32.38	0.52	5.31
30	10	1997	27.10	32.32	0.69	5.29
31	10	1997	23.08	27.30	7.24	4.49
1	11	1997	22.85	27.75	13.33	4.51
2	11	1997	24.55	29.45	0.00	4.82
3	11	1997	24.30	30.18	0.69	4.87
4	11	1997	25.42	31.37	5.29	5.08
5	11	1997	26.32	33.00	0.00	5.31
6	11	1997	24.85	33.43	0.00	5.22
7	11	1997	28.65	34.95	0.00	5.70
8	11	1997	28.85	34.20	0.00	5.66
9	11	1997	27.65	34.27	0.00	5.56
10	11	1997	28.20	33.85	0.00	5.58
11	11	1997	27.83	33.85	0.00	5.55
12	11	1997	26.72	32.45	0.00	5.33
13	11	1997	27.00	32.42	0.00	5.35
14	11	1997	24.85	30.00	3.43	4.94
15	11	1997	22.17	26.70	6.80	4.41
16	11	1997	22.23	25.95	12.81	4.35
17	11	1997	21.98	25.78	15.31	4.31
18	11	1997	21.98	24.75	22.05	4.22
19	11	1997	22.23	26.25	1.34	4.38
20	11	1997	22.62	26.88	3.20	4.48
21	11	1997	22.73	27.05	4.02	4.50
22	11	1997	22.85	27.45	11.49	4.55
23	11	1997	23.13	28.90	9.94	4.71
24	11	1997	23.82	28.77	0.11	4.76
25	11	1997	23.60	28.80	0.35	4.75
26	11	1997	24.10	29.38	0.22	4.85
27	11	1997	23.55	27.70	0.00	4.65
28	11	1997	23.82	29.40	1.79	4.83
29	11	1997	22.48	26.45	11.12	4.44
30	11	1997	22.28	27.30	4.43	4.50
1	12	1997	22.65	26.95	10.37	4.50
2	12	1997	22.17	24.80	15.94	4.27
3	12	1997	22.25	26.68	6.63	4.44
4	12	1997	22.43	25.60	1.02	4.36
5	12	1997	22.53	27.80	2.29	4.57
6	12	1997	22.85	27.10	13.07	4.54
7	12	1997	23.27	28.25	2.10	4.69
8	12	1997	22.88	26.07	4.36	4.45
9	12	1997	22.63	26.15	6.03	4.44
10	12	1997	22.77	25.15	23.52	4.36
11	12	1997	22.90	26.30	3.02	4.48
12	12	1997	21.55	25.42	14.02	4.28
13	12	1997	20.65	22.10	16.70	3.89
14	12	1997	21.82	25.30	1.12	4.29
